,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
KCNQ1OT1,0.8488,0.1512,1.7252200691981152,0.0004144535,0.00010990299,1e-05,0.25,2.041189,1.952136,1.7680366,-7.5202255,9.583475,0.44806555,0.079847425,0.25900514579759865,0.06611570247933884,4.028253555297852,1.064151406288147,False,5kpbmc vs Rest,5kpbmc,Rest
NUFIP2,0.8484,0.15159999999999996,1.7221066953060908,0.0005543637,0.00023090436,1e-05,0.25,1.2152102,1.1405373,0.99547553,-5.648834,8.438028,0.68000764,0.2214876,0.40175338288545837,0.18169103623649077,5.018723964691162,2.0311968326568604,False,5kpbmc vs Rest,5kpbmc,Rest
HLA-DRB5,0.8472,0.15280000000000005,1.7128068639133405,4.1796443e-06,0.0005050865,1e-05,0.25,-7.370932,-7.487514,4.9703436,-18.230042,8.745203,0.014484467,0.82542914,0.013912712025919573,0.2811188811188811,0.03634042665362358,4.971611499786377,False,5kpbmc vs Rest,5kpbmc,Rest
TLN1,0.846,0.15400000000000003,1.703566704077862,0.00074340275,0.00036760347,1e-05,0.25,0.999567,0.9855466,0.77040535,-2.3572016,8.023831,1.1326473,0.42263192,0.5227749190013341,0.2968849332485696,6.823326110839844,3.593076705932617,False,5kpbmc vs Rest,5kpbmc,Rest
AC025171.3,0.846,0.15400000000000003,1.703566704077862,0.00015016827,4.9931146e-05,1e-05,0.25,1.697283,1.5828409,1.4687963,-3.5296068,9.109802,0.2801601,0.05263827,0.18944158566800076,0.049459631277813096,1.7808083295822144,0.6464053988456726,False,5kpbmc vs Rest,5kpbmc,Rest
POLR2A,0.8444,0.15559999999999996,1.691337651805253,0.00056219613,0.00017421435,1e-05,0.25,1.4945039,1.4594002,1.1385354,-2.2333422,6.8977394,0.64379644,0.17902099,0.40194396798170384,0.14990464081373173,5.55816125869751,1.8209730386734009,False,5kpbmc vs Rest,5kpbmc,Rest
CKS2,0.8432,0.15680000000000005,1.6822330179548644,0.00016641758,5.2671217e-05,1e-05,0.25,1.5340325,1.6465821,1.3148052,-6.1027594,6.113263,0.296741,0.10731087,0.2044978082713932,0.05619834710743802,1.877553939819336,0.5048849582672119,False,5kpbmc vs Rest,5kpbmc,Rest
UQCRFS1,0.8432,0.15680000000000005,1.6822330179548644,0.00025383156,0.0005049869,1e-05,0.25,-1.1692221,-0.9513345,1.10191,-7.3126936,3.9836721,0.5288736,0.6329307,0.34248141795311604,0.40012714558169105,2.730753183364868,5.398596286773682,False,5kpbmc vs Rest,5kpbmc,Rest
NPIPB2,0.8418,0.1582,1.6716823496711,9.526352e-07,1.2165304e-05,1e-05,0.25,-3.8989391,-3.9524212,2.0772212,-11.06563,4.570071,0.0007623404,0.014240305,0.0005717552887364208,0.012587412587412588,0.00855244044214487,0.13090278208255768,False,5kpbmc vs Rest,5kpbmc,Rest
MARCH2,0.8412,0.15880000000000005,1.667183843930998,8.3917184e-05,0.00017298137,1e-05,0.25,-1.1002572,-1.0977097,0.90707284,-5.385337,4.7950125,0.15608919,0.2027972,0.13264722698684964,0.16961220597584234,0.8680338859558105,1.7940956354141235,False,5kpbmc vs Rest,5kpbmc,Rest
NR4A2,0.8412,0.15880000000000005,1.667183843930998,0.0009869456,0.00026906017,1e-05,0.25,1.9618545,1.8842258,1.8798326,-6.5165854,11.5155735,1.404231,0.3355372,0.47684391080617494,0.20724729815638906,10.114270210266113,2.3631324768066406,False,5kpbmc vs Rest,5kpbmc,Rest
AC020911.2,0.839,0.16100000000000003,1.6508062912898949,0.00014574143,3.9693405e-05,1e-05,0.25,1.8233677,1.7997108,1.5736065,-9.857192,10.291408,0.16295026,0.03547362,0.14027063083666858,0.03445645263827082,1.4267551898956299,0.4246116280555725,False,5kpbmc vs Rest,5kpbmc,Rest
PDIA4,0.8388,0.1612,1.6493264188422925,9.817553e-05,0.00027201552,1e-05,0.25,-1.3641009,-1.3508878,1.1123315,-7.1489544,3.706541,0.19496855,0.5562619,0.1581856298837431,0.228099173553719,1.1325114965438843,3.136880874633789,False,5kpbmc vs Rest,5kpbmc,Rest
AC007613.1,0.8378,0.1622,1.6419492171153656,4.225797e-05,1.0828519e-05,1e-05,0.25,2.0050209,2.0360975,1.6885637,-4.157818,8.549309,0.08481037,0.010425937,0.06975414522584333,0.010298792116973935,0.42852500081062317,0.09126512706279755,False,5kpbmc vs Rest,5kpbmc,Rest
MT2A,0.8374,0.16259999999999997,1.6390086069124443,0.00024030835,0.0009247221,1e-05,0.25,-1.7818341,-1.8271828,1.6988398,-11.209942,4.6348248,0.3838384,0.7752066,0.2222222222222222,0.3922441195168468,2.041410207748413,8.236384391784668,False,5kpbmc vs Rest,5kpbmc,Rest
POMP,0.8372,0.16279999999999994,1.6375404875229227,0.00041215587,0.0007726856,1e-05,0.25,-1.1758895,-0.8498559,1.220235,-7.3399773,4.447447,0.8805031,0.98169106,0.4513055079092815,0.5109980928162746,4.386009693145752,7.750116348266602,False,5kpbmc vs Rest,5kpbmc,Rest
RGS16,0.8358,0.1642,1.627304104058734,4.6947964e-05,2.331259e-06,1e-05,0.25,4.5063243,4.694316,3.071249,-6.400896,13.008257,0.06022489,0.006738716,0.04859919954259577,0.0050858232676414495,0.6418439745903015,0.04386197030544281,False,5kpbmc vs Rest,5kpbmc,Rest
H2AFX,0.8354,0.16459999999999997,1.6243923150370798,0.0003566168,6.869813e-05,1e-05,0.25,2.1548305,2.278809,1.8141404,-4.6519566,8.160102,0.51953495,0.1107438,0.33257099294835146,0.06713286713286713,4.346962928771973,0.7674322128295898,False,5kpbmc vs Rest,5kpbmc,Rest
HIST1H1E,0.835,0.16500000000000004,1.6214862023202636,0.00032644032,0.000104306375,1e-05,0.25,1.6178132,1.6450548,1.2716364,-6.692505,7.9072084,0.4145226,0.100317866,0.2976939203354298,0.080737444373808,3.5458483695983887,0.9476883411407471,False,5kpbmc vs Rest,5kpbmc,Rest
MRPL12,0.835,0.16500000000000004,1.6214862023202636,7.5666394e-05,0.00015677101,1e-05,0.25,-1.1671665,-1.0339999,1.017033,-6.0614243,4.2887754,0.16218792,0.23242213,0.1358871736230227,0.16401780038143673,0.8064383864402771,1.667425513267517,False,5kpbmc vs Rest,5kpbmc,Rest
AC004854.2,0.8332,0.16679999999999995,1.6084781715120546,4.7440877e-05,1.4492546e-05,1e-05,0.25,1.7767309,1.7891011,1.4910972,-6.621147,9.741541,0.08881266,0.012841703,0.07718696397941681,0.01246026700572155,0.4778711795806885,0.12446924299001694,False,5kpbmc vs Rest,5kpbmc,Rest
NUCB1,0.8332,0.16679999999999995,1.6084781715120546,0.00020767219,0.0003936586,1e-05,0.25,-0.9763055,-0.94203854,0.78497267,-5.298231,2.4026594,0.368401,0.47997457,0.2736801982085001,0.32523839796567067,2.2055680751800537,4.146123886108398,False,5kpbmc vs Rest,5kpbmc,Rest
ALOX5AP,0.8326,0.1674,1.6041671289789146,0.00029993255,0.0009397657,1e-05,0.25,-1.9584584,-1.9152112,2.125536,-11.177025,9.001114,0.45378312,0.8844247,0.24795121021536115,0.4564526382708201,3.134117841720581,9.296024322509766,False,5kpbmc vs Rest,5kpbmc,Rest
PD-1_TotalSeqB_protein,0.8326,0.1674,1.6041671289789146,58.403038,194.46034,1e-05,0.25,-2.7212045,-2.5590425,2.5050113,-11.653604,4.7229843,50.773724,99.62494,1.0,1.0,,,False,5kpbmc vs Rest,5kpbmc,Rest
HIST1H2AL,0.832,0.16800000000000004,1.5998684139133723,2.628287e-05,4.851103e-06,1e-05,0.25,2.769416,2.7934198,2.1250374,-6.214491,11.363232,0.040785212,0.0057215514,0.03182771107299409,0.004831532104259377,0.336381196975708,0.03841331973671913,False,5kpbmc vs Rest,5kpbmc,Rest
CCNL1,0.8318,0.16820000000000002,1.5984382323390538,0.002471273,0.001232282,1e-05,0.25,0.9608466,0.9440794,0.8353103,-4.7684813,6.911434,3.5597484,1.1492689,0.8153230417381361,0.575333757151939,24.064992904663086,11.06247329711914,False,5kpbmc vs Rest,5kpbmc,Rest
AL022069.1,0.831,0.16900000000000004,1.592731032794473,2.4515131e-05,4.354554e-06,1e-05,0.25,2.6723456,2.6607895,2.0446725,-7.024275,10.644175,0.025919573,0.0035600762,0.02325138174194778,0.0035600762873490145,0.21123193204402924,0.047148969024419785,False,5kpbmc vs Rest,5kpbmc,Rest
FKBP1A,0.83,0.17000000000000004,1.5856272169650467,0.00044875412,0.0010274301,1e-05,0.25,-1.4589936,-1.2904844,1.3579215,-8.121938,5.2755127,1.1795312,1.5665607,0.45168667810177243,0.5734265734265734,4.818068981170654,10.915885925292969,False,5kpbmc vs Rest,5kpbmc,Rest
TLCD2,0.8298,0.17020000000000002,1.5842104450561856,4.256839e-05,4.7193307e-06,1e-05,0.25,3.2360494,3.3064651,2.4941683,-5.7054462,11.958837,0.037164092,0.0040686587,0.03163712597674862,0.00406865861411316,0.2852831780910492,0.04534682258963585,False,5kpbmc vs Rest,5kpbmc,Rest
C3orf58,0.8298,0.17020000000000002,1.5842104450561856,0.00011401732,5.422268e-05,1e-05,0.25,1.1030259,1.1034265,0.90239173,-2.8859644,6.1392565,0.17953116,0.059758425,0.1442729178578235,0.05416401780038144,1.1500600576400757,0.47812825441360474,False,5kpbmc vs Rest,5kpbmc,Rest
HPRT1,0.8286,0.1714,1.575737477205116,9.158935e-05,0.00023316305,1e-05,0.25,-1.3439285,-1.3729372,1.2099411,-6.736683,5.3602943,0.16447493,0.23560077,0.13684009910425005,0.1954227590591227,0.9194527864456177,2.3885934352874756,False,5kpbmc vs Rest,5kpbmc,Rest
PMAIP1,0.8274,0.17259999999999998,1.5673114295266106,0.0006814034,0.00020625313,1e-05,0.25,1.7736079,1.7996969,1.6219429,-5.240715,7.2996798,1.163522,0.19453274,0.4352963598246617,0.14761602034329308,6.59074068069458,1.9127405881881714,False,5kpbmc vs Rest,5kpbmc,Rest
CRIP1,0.8272,0.17279999999999995,1.5659116016028158,0.00033941472,0.0010670886,1e-05,0.25,-1.6262958,-1.6392784,1.4658785,-7.9088554,3.616601,0.51972556,1.13007,0.32094530207737754,0.4779402415766052,3.2833621501922607,9.710050582885742,False,5kpbmc vs Rest,5kpbmc,Rest
EGR4,0.8272,0.17279999999999995,1.5659116016028158,2.4401439e-05,2.832479e-07,1e-05,0.25,5.9661555,6.1337986,2.8397741,-7.451294,14.0119915,0.034114733,0.00012714558,0.02210787116447494,0.00012714558169103624,0.2934647500514984,0.00019727787002921104,False,5kpbmc vs Rest,5kpbmc,Rest
COQ7,0.8264,0.17359999999999998,1.560325070076172,0.0002428498,9.870149e-05,1e-05,0.25,1.3680078,1.3774014,1.193079,-2.952157,6.3968534,0.3657328,0.095486335,0.26396035829998094,0.08747616020343293,2.9954230785369873,1.1713699102401733,False,5kpbmc vs Rest,5kpbmc,Rest
RASD1,0.8262,0.17379999999999995,1.5589316166975822,3.5543864e-05,4.7498183e-06,1e-05,0.25,3.1913862,3.272243,2.540964,-7.0520363,12.506368,0.08919383,0.0086459,0.058509624547360396,0.005594405594405594,0.43669021129608154,0.05845634639263153,False,5kpbmc vs Rest,5kpbmc,Rest
MMADHC,0.8254,0.17459999999999998,1.5533704287545507,0.00013321306,0.00033004803,1e-05,0.25,-1.3779267,-1.323308,1.2305896,-9.967089,5.155137,0.24318658,0.34621742,0.19897084048027444,0.25874125874125875,1.5244282484054565,3.424980878829956,False,5kpbmc vs Rest,5kpbmc,Rest
AC091271.1,0.8234,0.17659999999999998,1.5395547766855706,0.00018885094,7.7436605e-05,1e-05,0.25,1.3727778,1.3867259,1.2201508,-7.600401,8.424801,0.2816848,0.06395423,0.20468839336763864,0.05696122059758423,1.9167273044586182,0.6346710920333862,False,5kpbmc vs Rest,5kpbmc,Rest
AC007952.4,0.8224,0.17759999999999998,1.5326930199960593,0.0012712164,0.0006396194,1e-05,0.25,0.9531602,0.9686947,0.82670754,-6.2903023,8.404475,2.59939,0.71443105,0.6161616161616161,0.4066115702479339,13.316630363464355,6.961497783660889,False,5kpbmc vs Rest,5kpbmc,Rest
HLA-DQA2,0.8216,0.1784,1.5272253945860024,1.2509671e-06,0.00051206106,1e-05,0.25,-8.669539,-8.918705,5.0641966,-19.072432,7.308237,0.003811702,0.79885566,0.0036211168286639983,0.25390972663699934,0.009864508174359798,4.930370330810547,False,5kpbmc vs Rest,5kpbmc,Rest
SLBP,0.821,0.17900000000000005,1.5231372599260207,0.00012519083,0.0002520248,1e-05,0.25,-1.0406379,-1.0480294,0.9181627,-4.9388895,3.9097118,0.2046884,0.28989193,0.1690489803697351,0.2129688493324857,1.2710503339767456,2.543583631515503,False,5kpbmc vs Rest,5kpbmc,Rest
GADD45G,0.8208,0.17920000000000003,1.5217769302553408,0.00014331567,1.652317e-05,1e-05,0.25,3.0347223,3.0780597,2.7940462,-8.464023,12.637722,0.1393177,0.02415766,0.08671621879169049,0.018054672600127147,1.321606159210205,0.16843651235103607,False,5kpbmc vs Rest,5kpbmc,Rest
GMPPA,0.8182,0.18179999999999996,1.5041995809683715,4.5343906e-05,9.174551e-05,1e-05,0.25,-1.0687973,-1.028151,0.8691924,-7.1451797,4.018667,0.086525634,0.11837254,0.08042691061558986,0.09446916719643993,0.4474511742591858,0.9443581104278564,False,5kpbmc vs Rest,5kpbmc,Rest
IFRD1,0.8176,0.1824,1.5001710992155688,0.00090990507,0.00033239226,1e-05,0.25,1.2695401,1.3025999,1.1834852,-2.8703728,7.928754,1.1273109,0.33757153,0.5241090146750524,0.24678957406230134,9.901010513305664,3.1631717681884766,False,5kpbmc vs Rest,5kpbmc,Rest
HES4,0.8166,0.1834,1.4934797767833832,5.6350935e-05,1.4205841e-05,1e-05,0.25,2.5234692,2.5071878,2.4219868,-8.205876,13.534031,0.13360015,0.034329306,0.059843720221078714,0.016656071201525745,0.5632550716400146,0.1493944525718689,False,5kpbmc vs Rest,5kpbmc,Rest
POU3F1,0.8118,0.18820000000000003,1.4617487364368615,7.508552e-05,5.081866e-06,1e-05,0.25,4.453338,4.557048,3.4822752,-8.940296,13.282175,0.061558988,0.0035600762,0.04974271012006861,0.0024157660521296883,0.736020028591156,0.047102462500333786,False,5kpbmc vs Rest,5kpbmc,Rest
ATOX1,0.8112,0.18879999999999997,1.4578263384868346,0.00015073283,0.0002974081,1e-05,0.25,-1.1465176,-1.0067129,1.0822163,-6.7567873,3.630993,0.3186583,0.36694214,0.2187916904898037,0.25047679593134137,1.4322723150253296,2.6529879570007324,False,5kpbmc vs Rest,5kpbmc,Rest
HSP90AA1,0.8092,0.19079999999999997,1.4448203062263887,0.005168802,0.0024699916,1e-05,0.25,1.1060567,1.0088382,1.013254,-3.6922398,6.408382,7.027063,2.4991736,0.9064227177434725,0.779020979020979,50.24393844604492,23.30332374572754,False,5kpbmc vs Rest,5kpbmc,Rest
IL1B,0.8092,0.19079999999999997,1.4448203062263887,0.0006076926,3.7133916e-05,1e-05,0.25,4.3588815,4.3284483,4.1729264,-8.018932,17.132278,2.5786164,0.07018436,0.253097007813989,0.041703750794659884,6.836947917938232,0.3149483799934387,False,5kpbmc vs Rest,5kpbmc,Rest
NSUN6,0.809,0.19099999999999995,1.443525449016782,0.0002723936,0.000103431856,1e-05,0.25,1.4504625,1.3313322,1.3146929,-3.3686504,6.822068,0.314656,0.07730451,0.20011435105774728,0.07183725365543547,2.4600632190704346,0.9618821740150452,False,5kpbmc vs Rest,5kpbmc,Rest
CD45RO_TotalSeqB_protein,0.8078,0.19220000000000004,1.435777966943287,234.44823,1414.5153,1e-05,0.25,-2.9016757,-2.6162677,4.0276914,-15.192606,10.616886,62.216003,56.82138,1.0,1.0,,,False,5kpbmc vs Rest,5kpbmc,Rest
YWHAH,0.8062,0.19379999999999997,1.4255051120306839,0.00019979007,0.00044789887,1e-05,0.25,-1.2414751,-1.1898718,1.1422776,-6.0956564,3.8900366,0.41604728,0.5202797,0.25748046502763483,0.3256198347107438,1.9388279914855957,4.17165470123291,False,5kpbmc vs Rest,5kpbmc,Rest
GPAA1,0.806,0.19399999999999995,1.4242255443038578,0.00012435623,0.00024711434,1e-05,0.25,-0.98531985,-1.0062399,0.83432335,-3.9086666,2.9569664,0.21688583,0.27565163,0.18029350104821804,0.2083916083916084,1.382983684539795,2.6162197589874268,False,5kpbmc vs Rest,5kpbmc,Rest
TFDP1,0.8044,0.1956,1.4140248616046631,6.634269e-05,0.00013141213,1e-05,0.25,-0.975101,-0.9676199,0.86354214,-5.504407,3.2632523,0.13188489,0.19287984,0.11034877072612921,0.14380165289256197,0.7466485500335693,1.5966883897781372,False,5kpbmc vs Rest,5kpbmc,Rest
TMEM258,0.8038,0.19620000000000004,1.4102158963563451,0.00048827863,0.000981647,1e-05,0.25,-1.1321771,-0.9954891,1.0730684,-6.4146776,4.095705,0.87135506,1.1134138,0.494949494949495,0.5678321678321678,5.275880336761475,9.91572093963623,False,5kpbmc vs Rest,5kpbmc,Rest
LIPA,0.8026,0.19740000000000002,1.4026242926343817,0.00013213145,0.000257989,1e-05,0.25,-1.1288427,-1.154974,1.1810508,-7.143155,6.1054325,0.36859158,0.38143674,0.21421764817991232,0.2528925619834711,1.441828966140747,2.981419086456299,False,5kpbmc vs Rest,5kpbmc,Rest
ID1,0.8022,0.19779999999999998,1.4001014960569442,0.00018543465,5.4335094e-05,1e-05,0.25,2.613203,2.8653874,2.6421115,-9.62813,13.003834,0.37164095,0.13820724,0.16599961882980752,0.07844882390336935,2.053539991378784,0.6264040470123291,False,5kpbmc vs Rest,5kpbmc,Rest
PPP1R15A,0.802,0.19799999999999995,1.3988415391357583,0.0014719216,0.0007038146,1e-05,0.25,1.0650996,1.0997782,1.0400862,-3.0073729,6.2241793,2.350486,0.8287349,0.6796264532113588,0.4579783852511125,15.24232292175293,7.6286845207214355,False,5kpbmc vs Rest,5kpbmc,Rest
IRAK1,0.8016,0.19840000000000002,1.396324497551653,0.00013420773,0.00024787194,1e-05,0.25,-0.8823456,-0.8900914,0.7311583,-4.8707438,3.0063095,0.22717744,0.27323586,0.17934057556699065,0.21233312142403052,1.2103965282440186,2.393441677093506,False,5kpbmc vs Rest,5kpbmc,Rest
ROMO1,0.8,0.19999999999999996,1.3862943236198921,0.00016880104,0.0003146989,1e-05,0.25,-1.1056086,-0.88366127,1.1137501,-8.19993,4.8213615,0.3249476,0.37749523,0.2469982847341338,0.2726001271455817,1.8537116050720215,3.315636157989502,False,5kpbmc vs Rest,5kpbmc,Rest
SUB1,0.7998,0.20020000000000004,1.3850447920846745,0.0010777289,0.0021478734,1e-05,0.25,-1.0797898,-0.9764199,1.0190387,-6.081094,3.0077953,1.9826567,3.06014,0.6922050695635601,0.8108073744437381,11.712952613830566,22.702777862548828,False,5kpbmc vs Rest,5kpbmc,Rest
MRPL28,0.7996,0.20040000000000002,1.3837961960215899,0.00014514611,0.00025316913,1e-05,0.25,-0.8858401,-0.80908966,0.81540513,-4.9110317,4.1655197,0.2662474,0.28404322,0.2166952544311035,0.22237762237762237,1.4465579986572266,2.490934133529663,False,5kpbmc vs Rest,5kpbmc,Rest
MRPL52,0.7994,0.2006,1.3825485334083227,0.00022551694,0.00041956044,1e-05,0.25,-1.0762783,-0.86859226,1.0918491,-6.977154,3.9273396,0.42367068,0.49777496,0.3053173241852487,0.3430387794024158,2.3712141513824463,4.520113468170166,False,5kpbmc vs Rest,5kpbmc,Rest
NUTF2,0.7986,0.20140000000000002,1.3775671772141407,0.0001313858,0.00030748773,1e-05,0.25,-1.308156,-1.2671552,1.3880793,-6.6479425,3.9585314,0.22336574,0.31748253,0.18810748999428245,0.2432294977749523,1.3747694492340088,3.25412917137146,False,5kpbmc vs Rest,5kpbmc,Rest
KDELR2,0.7976,0.20240000000000002,1.3713612443648175,0.00017192341,0.0003063385,1e-05,0.25,-0.9683794,-0.77106,0.98589337,-6.5511007,3.8176212,0.34000382,0.4658614,0.2510005717552887,0.27323585505403686,1.7670518159866333,3.2742724418640137,False,5kpbmc vs Rest,5kpbmc,Rest
KIF22,0.7972,0.20279999999999998,1.368885279855852,9.405507e-05,0.00017223106,1e-05,0.25,-0.8752027,-0.868073,0.86294115,-9.593677,6.0076,0.16676196,0.19961856,0.13321898227558604,0.15092180546726,0.9251888394355774,1.74521005153656,False,5kpbmc vs Rest,5kpbmc,Rest
IGLC2,0.797,0.20299999999999996,1.3676486630343967,0.00057845784,0.0040899003,1e-05,0.25,-5.01323,-5.2264347,5.5573244,-23.896992,15.991095,0.524109,12.393134,0.025538402896893464,0.08633184996821361,4.400691986083984,17.464109420776367,False,5kpbmc vs Rest,5kpbmc,Rest
SNRPA,0.7912,0.20879999999999999,1.332173889046329,0.00014636792,0.00032797063,1e-05,0.25,-1.1093693,-1.1579709,1.1411635,-6.296628,4.005823,0.23537259,0.34481883,0.1964932342290833,0.2545454545454545,1.5036050081253052,3.5956530570983887,False,5kpbmc vs Rest,5kpbmc,Rest
LINC00324,0.7904,0.2096,1.3273381589286704,0.00013944706,5.5846864e-05,1e-05,0.25,1.3776975,1.3111677,1.3349805,-3.2529955,5.974633,0.22679627,0.053274,0.16295025728987994,0.050476795931341384,1.7374937534332275,0.640302836894989,False,5kpbmc vs Rest,5kpbmc,Rest
INTS6,0.7894,0.2106,1.321312528713341,0.0012963316,0.00035909348,1e-05,0.25,1.6953945,1.7054644,1.6595242,-6.904642,8.554833,1.2736802,0.27819455,0.5757575757575758,0.2213604577240941,12.992339134216309,3.5256435871124268,False,5kpbmc vs Rest,5kpbmc,Rest
CPNE5,0.7884,0.2116,1.3153078407193597,4.4646775e-05,2.0243784e-05,1e-05,0.25,2.8543494,3.123034,2.8808117,-9.997513,12.110029,0.07489994,0.03623649,0.05889079473985134,0.02339478703115067,0.4508513808250427,0.21855796873569489,False,5kpbmc vs Rest,5kpbmc,Rest
PPIA,0.7882,0.2118,1.3141093970663804,0.0019055117,0.0036073742,1e-05,0.25,-1.0354663,-0.8670378,1.2037799,-6.171589,3.5926008,3.4551172,4.1055307,0.7861635220125787,0.9060394151303243,20.37767791748047,38.378440856933594,False,5kpbmc vs Rest,5kpbmc,Rest
TENT5A,0.788,0.21199999999999997,1.3129117807064121,0.00021932751,8.4406405e-05,1e-05,0.25,1.4977134,1.4231939,1.5815388,-6.8595467,10.800403,0.4772251,0.118626826,0.263198017914999,0.09383343928798474,2.49638032913208,0.8731178641319275,False,5kpbmc vs Rest,5kpbmc,Rest
HIST1H4C,0.788,0.21199999999999997,1.3129117807064121,0.0010523839,0.00025358162,1e-05,0.25,1.9518969,1.9850235,2.0085444,-5.126128,8.614168,1.5862398,0.4432295,0.5681341719077568,0.17393515575333757,13.553289413452148,2.694687604904175,False,5kpbmc vs Rest,5kpbmc,Rest
ERGIC3,0.7874,0.2126,1.3093238782651273,0.00018746198,0.0003323696,1e-05,0.25,-0.90830976,-0.78099585,0.83914053,-5.31861,2.5491552,0.3670669,0.40991735,0.26453211358871737,0.2839160839160839,1.9091417789459229,3.4437150955200195,False,5kpbmc vs Rest,5kpbmc,Rest
SLC9A1,0.7866,0.21340000000000003,1.3045514869826427,7.394753e-05,2.9368088e-05,1e-05,0.25,1.1984499,1.1893458,1.0881748,-2.4497395,6.7117414,0.11816276,0.032676414,0.09777015437392796,0.03153210425937698,0.6280801892280579,0.28624773025512695,False,5kpbmc vs Rest,5kpbmc,Rest
SLC30A5,0.7864,0.2136,1.3033604276466135,6.8073794e-05,0.0001438919,1e-05,0.25,-1.0351009,-1.0719223,0.9135238,-3.8051863,2.1729736,0.10062893,0.14291163,0.08824089956165428,0.12256834075015893,0.6331173777580261,1.4570904970169067,False,5kpbmc vs Rest,5kpbmc,Rest
ARL4D,0.7852,0.2148,1.2962310659482714,5.4622782e-05,8.755497e-06,1e-05,0.25,2.5246446,2.6459413,2.4369907,-7.200549,9.939592,0.078711644,0.013731723,0.06556127310844292,0.013095994914176732,0.7374973893165588,0.1532045602798462,False,5kpbmc vs Rest,5kpbmc,Rest
